"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","NoGarage","NoBsmt","LotFrontageMissing","Artery","Feedr","Norm","PosA","PosN","RRAe","RRAn","RRNe","RRNn","SecondFlr","Remodeled","BrandNew","HighSeason","BedSize","RoomSize"
"50","RL",48,12822,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,7,1351,2,0,83,1434,"GasA",5,"Y",5,1518,631,0,2149,1,0,1,1,1,1,3,6,1,1,6,"Attchd",2003,3,2,670,4,4,"Y",168,43,0,0,198,0,1,3,"None",0,8,2009,"WD","Abnorml",12.3870850123755,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",2149,358.166666666667
"20","FV",84,11096,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,7,24,2,0,1632,1656,"GasA",5,"Y",5,1656,0,0,1656,0,0,2,0,3,1,3,7,1,0,1,"Attchd",2006,3,3,826,4,4,"Y",0,146,0,0,0,0,1,3,"None",0,7,2007,"WD","Normal",12.4280154762679,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",552,236.571428571429
"190","RM",33,4456,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",3,4,2,2,0,2,0,736,736,"GasA",4,"Y",5,736,716,0,1452,0,0,2,0,2,3,2,8,1,0,1,"None",1920,1,0,0,1,1,"N",0,0,102,0,0,0,1,3,"None",0,6,2009,"New","Partial",11.6351430976945,1,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",726,181.5
"20","RL",66,7742,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,5,763,2,0,192,955,"GasA",5,"Y",5,955,0,0,955,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1966,2,1,386,4,4,"Y",0,0,0,0,0,0,1,4,"None",0,1,2007,"WD","Normal",11.7519423654407,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",318.333333333333,159.166666666667
"60","RL",0,13869,"Pave","None","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,4,7,182,2,0,612,794,"GasA",4,"Y",5,794,676,0,1470,0,1,2,0,3,1,2,6,1,0,1,"Attchd",1997,4,2,388,4,4,"Y",0,75,0,0,0,0,1,3,"None",0,7,2007,"WD","Normal",12.083905011556,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","1",490,245
"50","RM",52,6240,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",3,4,2,2,0,2,0,816,816,"GasA",3,"Y",5,816,0,360,1176,0,0,1,0,3,1,2,6,1,1,5,"Detchd",1985,2,2,528,4,4,"Y",112,0,0,0,0,0,1,4,"Shed",400,9,2006,"WD","Normal",11.6483301019764,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",272,136
"90","RM",110,8472,"Grvl","None","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,1,3,"CBlock",4,4,5,3,104,7,712,0,816,"GasA",3,"N",5,816,0,0,816,1,0,1,0,2,1,2,5,1,0,1,"CarPort",1963,2,2,516,4,4,"Y",106,0,0,0,0,0,1,3,"None",0,5,2010,"WD","Normal",11.6082356447746,0,0,0,"0","0","1","0","0","0","0","0","1","0","0","0","1",408,163.2
"20","RL",68,50271,"Pave","None","IR1","Low","AllPub","Inside","Gtl","Veenker","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,3,3,"CBlock",5,4,5,7,1810,2,0,32,1842,"GasA",4,"Y",5,1842,0,0,1842,2,0,0,1,0,1,3,5,1,1,5,"Attchd",1981,4,3,894,4,4,"Y",857,72,0,0,0,0,1,3,"None",0,11,2006,"WD","Normal",12.8609986132699,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",0,368.4
"80","RL",60,7134,"Pave","None","Reg","Bnk","AllPub","Inside","Mod","NAmes","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,4,2,6,384,2,0,0,384,"GasA",3,"Y",5,1360,0,0,1360,0,0,1,0,3,1,2,6,4,1,4,"Detchd",1962,2,2,572,4,4,"Y",0,50,0,0,0,0,1,4,"None",0,2,2007,"WD","Normal",11.7752897294377,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",453.333333333333,226.666666666667
"20","RL",100,10175,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,2,3,"CBlock",3,4,2,5,490,2,0,935,1425,"GasA",4,"Y",5,1425,0,0,1425,0,0,2,0,3,1,2,7,1,1,5,"Attchd",1964,3,2,576,4,4,"Y",0,0,0,407,0,0,1,3,"None",0,7,2008,"WD","Normal",12.1034860567551,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",475,203.571428571429
"160","FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,3,3,"PConc",4,4,2,7,649,2,0,321,970,"GasA",5,"Y",5,983,756,0,1739,1,0,2,1,3,1,3,7,1,0,1,"Attchd",1999,4,2,480,4,4,"Y",115,0,0,0,0,0,1,3,"None",0,8,2009,"WD","Abnorml",12.0581525154536,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",579.666666666667,248.428571428571
"60","RL",89,11645,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,2,2,0,2,0,860,860,"GasA",5,"Y",5,860,860,0,1720,0,0,2,1,3,1,3,7,1,0,1,"Attchd",2004,3,2,565,4,4,"Y",0,70,0,0,0,0,1,3,"None",0,8,2006,"WD","Normal",12.1884177102915,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",573.333333333333,245.714285714286
"60","RL",66,13682,"Pave","None","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,4,3,"PConc",5,4,5,2,0,2,0,1410,1410,"GasA",5,"Y",5,1426,1519,0,2945,0,0,3,1,3,1,3,10,1,1,5,"BuiltIn",2006,4,3,641,4,4,"Y",192,0,37,0,0,0,1,3,"None",0,10,2006,"New","Partial",12.9917534274931,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","1","0",981.666666666667,294.5
"20","RL",60,7200,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,4,6,632,2,0,148,780,"GasA",5,"Y",5,780,0,0,780,0,0,1,0,2,1,2,4,1,0,1,"Detchd",1973,2,1,352,4,4,"Y",196,0,0,0,0,0,1,4,"None",0,1,2008,"WD","Normal",11.7352686961137,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",390,195
"20","RL",63,13072,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,2,6,941,2,0,217,1158,"GasA",5,"Y",5,1158,0,0,1158,1,0,1,1,3,1,3,5,1,0,1,"Detchd",2006,2,2,576,4,4,"Y",0,50,0,0,0,0,1,3,"None",0,5,2006,"New","Partial",11.9703503120091,0,0,0,"0","0","1","0","0","1","0","0","0","0","0","0","1",386,231.6
"75","RM",60,7200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",3,3,2,2,0,2,0,530,530,"GasA",3,"N",5,581,530,0,1111,0,0,1,0,3,1,1,6,1,0,1,"Detchd",1935,2,1,288,4,4,"N",0,0,144,0,0,0,1,3,"None",0,3,2007,"WD","Normal",11.5228757958234,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",370.333333333333,185.166666666667
"120","RL",44,6442,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,3,3,"PConc",4,5,3,7,24,2,0,1346,1370,"GasA",5,"Y",5,1370,0,0,1370,0,0,2,0,2,1,3,6,1,1,5,"Attchd",2006,3,2,484,4,4,"Y",120,49,0,0,0,0,1,3,"None",0,10,2007,"WD","Normal",12.2184951655287,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",685,228.333333333333
"70","RM",50,10300,"Pave","None","IR1","Bnk","AllPub","Inside","Gtl","OldTown","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,2,3,"BrkTil",3,4,2,2,0,2,0,576,576,"GasA",4,"Y",5,902,808,0,1710,0,0,2,0,3,1,2,9,1,0,1,"Detchd",1990,2,2,480,4,4,"Y",12,11,64,0,0,0,1,5,"None",0,4,2010,"WD","Normal",11.8493977015914,0,0,0,"0","1","0","0","0","0","1","0","0","1","1","0","0",570,190
"60","RL",0,9375,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,2,3,"PConc",4,4,2,7,739,2,0,318,1057,"GasA",5,"Y",5,1057,977,0,2034,1,0,2,1,3,1,3,8,1,0,1,"Attchd",1998,3,2,645,4,4,"Y",576,36,0,0,0,0,1,5,"None",0,2,2009,"WD","Normal",12.2991075114974,0,0,1,"0","0","1","0","0","0","0","0","0","1","1","0","0",678,254.25
"60","RL",76,9591,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,3,3,"PConc",5,4,4,2,0,2,0,1143,1143,"GasA",5,"Y",5,1143,1330,0,2473,0,0,2,1,4,1,3,9,1,1,5,"BuiltIn",2004,3,3,852,4,4,"Y",192,151,0,0,0,0,1,3,"None",0,10,2007,"WD","Normal",12.6666570528594,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",618.25,274.777777777778
"20","RL",0,19900,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",287,2,3,"CBlock",4,4,5,7,912,2,0,1035,1947,"GasA",3,"Y",5,2207,0,0,2207,1,0,2,0,3,1,2,7,4,1,5,"Attchd",1970,3,2,576,4,4,"Y",301,0,0,0,0,0,1,3,"None",0,7,2010,"WD","Normal",12.1007121298723,0,0,1,"0","0","1","1","0","0","0","0","0","0","1","0","1",735.666666666667,315.285714285714
"20","RL",72,10665,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,3,3,"PConc",4,4,4,7,1013,2,0,440,1453,"GasA",5,"Y",5,1479,0,0,1479,1,0,2,0,3,1,3,7,1,0,1,"Attchd",2003,3,2,558,4,4,"Y",144,29,0,0,0,0,1,3,"None",0,6,2007,"WD","Normal",12.3282902782544,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",493,211.285714285714
"30","RM",47,4608,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"CBlock",3,4,2,2,0,2,0,747,747,"GasA",3,"Y",5,747,0,0,747,0,0,1,0,2,1,2,4,1,0,1,"Attchd",1945,2,1,220,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,6,2010,"WD","Normal",11.289781913656,0,0,0,"1","0","1","0","0","0","0","0","0","0","1","0","1",373.5,186.75
"50","RL",81,15593,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,3,3,"CBlock",3,4,2,5,603,2,0,701,1304,"GasW",3,"Y",5,1304,983,0,2287,0,0,2,0,3,1,2,7,1,1,4,"Attchd",1953,4,2,667,4,4,"Y",0,21,114,0,0,0,1,3,"None",0,7,2006,"WD","Normal",12.3238556811866,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",762.333333333333,326.714285714286
"20","RL",95,13651,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,2,4,"CBlock",4,4,5,6,1880,2,0,343,2223,"GasA",5,"Y",5,2223,0,0,2223,1,0,2,0,3,1,2,8,1,2,5,"Attchd",1973,4,2,516,4,4,"Y",300,0,0,0,0,0,1,3,"None",0,2,2007,"WD","Normal",12.4049235042753,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",741,277.875
"20","RL",69,7599,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood","None",0,2,3,"CBlock",3,4,2,6,565,2,0,280,845,"GasA",3,"Y",5,845,0,0,845,1,0,1,0,2,1,2,4,1,0,1,"Detchd",1987,2,2,360,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,6,2007,"WD","Normal",11.7714361601217,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",422.5,211.25
"60","RL",74,10141,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,2,3,"PConc",4,4,2,2,0,2,0,832,832,"GasA",4,"Y",5,885,833,0,1718,0,0,2,1,3,1,2,7,1,1,4,"Attchd",1998,4,2,427,4,4,"Y",0,94,0,0,291,0,1,3,"None",0,12,2009,"WD","Normal",12.1281111040605,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",572.666666666667,245.428571428571
"20","RL",85,10200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,2,3,"CBlock",3,4,2,6,320,5,362,404,1086,"GasA",4,"Y",5,1086,0,0,1086,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1989,2,2,490,4,4,"Y",0,0,0,0,0,0,1,2,"None",0,5,2010,"WD","Normal",11.8837991283088,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",362,181
"50","RM",60,5790,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,3,4,"CBlock",2,4,2,2,0,2,0,840,840,"GasA",4,"N",5,840,765,0,1605,0,0,2,0,3,2,2,8,1,0,1,"Detchd",1915,2,1,379,4,4,"Y",0,0,202,0,0,0,1,3,"None",0,5,2010,"WD","Normal",11.5843154610569,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",535,200.625
"180","RM",21,1596,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,2,3,"CBlock",4,4,5,7,462,2,0,0,462,"GasA",3,"Y",5,526,462,0,988,1,0,1,0,2,1,2,5,1,0,1,"BuiltIn",1973,2,1,297,4,4,"Y",120,101,0,0,0,0,1,2,"None",0,11,2009,"WD","Normal",11.418614785499,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",494,197.6
"20","RL",0,8475,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,4,2,6,228,2,0,724,952,"GasA",5,"Y",4,952,0,0,952,0,0,1,0,2,1,2,4,1,0,1,"Detchd",1956,2,1,283,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,4,2008,"WD","Normal",11.8185702377962,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",476,238
"50","RM",50,8635,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,4,2,5,336,7,41,295,672,"GasA",3,"Y",5,1072,213,0,1285,1,0,1,0,2,1,2,6,4,0,1,"Detchd",1948,2,1,240,4,4,"Y",0,0,0,0,0,0,1,4,"None",0,1,2008,"WD","Normal",11.7519423654407,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",642.5,214.166666666667
"90","RL",72,10778,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,2,0,2,0,1768,1768,"GasA",3,"N",5,1768,0,0,1768,0,0,2,0,4,2,2,8,1,0,1,"None",1968,1,0,0,1,1,"Y",0,0,0,0,0,0,1,3,"None",0,4,2010,"WD","Normal",11.8240798936072,1,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",442,221
"50","RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",3,4,2,2,0,2,0,440,440,"GasA",4,"Y",5,682,548,0,1230,0,0,1,1,2,1,2,5,1,0,1,"Detchd",1966,2,2,440,4,4,"Y",74,0,128,0,0,0,1,4,"None",0,5,2009,"WD","Normal",11.6082356447746,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",615,246
"60","RL",100,13000,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,2,4,"CBlock",4,4,2,4,448,2,0,448,896,"GasA",3,"Y",5,1182,960,0,2142,0,0,2,1,4,1,3,8,1,1,5,"Attchd",1968,4,1,509,4,4,"Y",0,72,0,0,252,0,1,3,"None",0,6,2009,"WD","Normal",12.173032791452,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",535.5,267.75
"120","RM",32,4500,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,2,4,"PConc",5,5,2,7,1201,2,0,36,1237,"GasA",5,"Y",5,1337,0,0,1337,1,0,2,0,2,1,2,5,1,0,1,"Attchd",1998,4,2,405,4,4,"Y",0,199,0,0,0,0,1,3,"None",0,3,2006,"WD","Normal",11.9414558460094,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",668.5,267.4
"20","RL",78,10206,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,2,3,"PConc",4,4,2,7,33,2,0,1530,1563,"GasA",5,"Y",5,1563,0,0,1563,0,0,2,0,3,1,3,6,1,1,5,"Attchd",2007,3,3,758,4,4,"Y",144,99,0,0,0,0,1,3,"None",0,10,2008,"WD","Normal",12.4090134895269,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",521,260.5
"20","RL",80,8892,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,2,3,"CBlock",3,4,2,2,0,2,0,1065,1065,"GasA",4,"Y",5,1065,0,0,1065,0,0,1,1,3,1,2,6,1,0,1,"Detchd",1974,2,2,461,4,4,"Y",74,0,0,0,0,0,1,3,"None",0,7,2007,"COD","Normal",11.7479975871497,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",355,177.5
"80","RL",0,8530,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,2,3,"PConc",4,4,2,2,0,2,0,384,384,"GasA",4,"Y",5,804,670,0,1474,0,0,2,1,3,1,2,7,1,1,4,"BuiltIn",1995,4,2,400,4,4,"Y",120,72,0,0,0,0,1,3,"Shed",700,5,2009,"WD","Normal",12.0346910287746,0,0,1,"0","0","1","0","0","0","0","0","0","1","1","0","1",491.333333333333,210.571428571429
"60","RL",121,16059,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,3,3,"CBlock",4,4,2,2,0,2,0,1288,1288,"GasA",5,"Y",5,1301,1116,0,2417,0,0,2,1,4,1,3,9,1,1,4,"Attchd",1991,2,2,462,4,4,"Y",127,82,0,0,0,0,1,3,"None",0,4,2006,"WD","Normal",12.4684369099977,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",604.25,268.555555555556
"60","RL",122,11911,"Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,2,0,2,0,684,684,"GasA",5,"Y",5,684,876,0,1560,0,0,2,1,3,1,3,6,1,1,5,"BuiltIn",2005,4,2,400,4,4,"Y",100,38,0,0,0,0,1,3,"None",0,3,2009,"WD","Normal",12.0668105781967,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",520,260
"160","FV",40,3951,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,3,3,"PConc",4,4,4,2,0,2,0,612,612,"GasA",5,"Y",5,612,612,0,1224,0,0,2,1,2,1,3,4,1,0,1,"Detchd",2009,3,2,528,4,4,"Y",0,234,0,0,0,0,1,3,"None",0,6,2009,"New","Partial",12.0106658491876,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","1","1",612,306
"50","C (all)",105,8470,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood","None",0,1,2,"CBlock",3,3,2,2,0,2,0,1013,1013,"GasA",3,"N",5,1013,0,513,1526,0,0,1,0,2,1,1,6,1,0,1,"None",1915,1,0,0,1,1,"N",0,0,156,0,0,0,1,4,"None",0,10,2009,"ConLD","Abnorml",11.3504065354725,1,0,0,"0","1","0","0","0","0","0","0","0","0","1","0","0",506.5,168.833333333333
"20","RL",60,8070,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,2,7,588,2,0,402,990,"GasA",5,"Y",5,990,0,0,990,1,0,1,0,3,1,2,5,1,0,1,"None",1994,1,0,0,1,1,"Y",0,0,0,0,0,0,1,3,"None",0,8,2007,"WD","Normal",11.7248058240057,1,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",330,198
"20","RL",60,7200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,"Y",4,1040,0,0,1040,0,0,1,0,2,1,2,4,1,0,1,"Detchd",1950,2,2,420,4,4,"Y",0,29,0,0,0,0,1,3,"None",0,7,2006,"WD","Normal",11.6073261403917,0,1,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",520,260
"20","RL",85,8500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,2,3,"CBlock",3,4,2,4,600,2,0,635,1235,"GasA",3,"Y",5,1235,0,0,1235,0,0,1,0,2,1,2,6,1,0,1,"Attchd",1961,2,2,480,4,4,"Y",0,0,0,0,0,0,1,2,"None",0,12,2006,"WD","Abnorml",11.4988265405907,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",617.5,205.833333333333
"30","RL",80,13360,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,4,"BrkTil",4,4,2,6,713,2,0,163,876,"GasA",5,"Y",5,964,0,0,964,1,0,1,0,2,1,2,5,1,0,1,"Detchd",1921,2,2,432,4,4,"Y",0,0,44,0,0,0,1,3,"None",0,8,2009,"WD","Normal",12.0045682693194,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",482,192.8
"190","C (all)",60,7200,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",3,3,3,4,1046,2,0,168,1214,"GasW",5,"N",5,1260,1031,0,2291,0,1,2,0,4,2,2,9,1,1,5,"Detchd",1900,2,2,506,4,4,"Y",0,0,0,0,99,0,1,3,"None",0,11,2007,"WD","Normal",11.8048485316793,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",572.75,254.555555555556
